frame_idx,timestamp,status,object_class,distance,roi_coverage
182,1744997125.6670766,WARNING,motorcycle,7.62,0.024
183,1744997134.309413,WARNING,motorcycle,5.86,0.005
183,1744997134.309413,WARNING,motorcycle,9.14,0.014
183,1744997134.309413,WARNING,motorcycle,7.32,0.029
184,1744997142.96389,WARNING,motorcycle,5.38,0.001
184,1744997142.96389,WARNING,motorcycle,7.33,0.031
184,1744997142.96389,WARNING,motorcycle,9.11,0.020
184,1744997142.96389,WARNING,motorcycle,9.96,0.007
185,1744997151.1741998,WARNING,motorcycle,7.06,0.030
185,1744997151.1741998,WARNING,motorcycle,4.95,0.000
185,1744997151.1741998,WARNING,motorcycle,8.64,0.025
186,1744997160.0752978,WARNING,motorcycle,7.19,0.035
186,1744997160.0752978,WARNING,motorcycle,6.25,0.023
186,1744997160.0752978,WARNING,motorcycle,4.56,0.000
187,1744997168.5103004,WARNING,motorcycle,6.72,0.035
187,1744997168.5103004,WARNING,motorcycle,5.69,0.003
187,1744997168.5103004,WARNING,motorcycle,9.09,0.031
187,1744997168.5103004,WARNING,motorcycle,3.63,0.000
188,1744997176.9598134,WARNING,motorcycle,7.95,0.043
188,1744997176.9598134,WARNING,motorcycle,4.13,0.000
188,1744997176.9598134,WARNING,motorcycle,5.46,0.000
188,1744997176.9598134,WARNING,motorcycle,8.18,0.044
189,1744997185.7729597,WARNING,motorcycle,6.75,0.025
189,1744997185.7729597,WARNING,motorcycle,4.61,0.000
189,1744997185.7729597,WARNING,motorcycle,8.73,0.002
189,1744997185.7729597,WARNING,motorcycle,6.92,0.029
189,1744997185.7729597,WARNING,motorcycle,6.99,0.009
190,1744997194.0457635,WARNING,motorcycle,4.37,0.000
190,1744997194.0457635,WARNING,motorcycle,6.30,0.025
190,1744997194.0457635,WARNING,motorcycle,4.33,0.000
190,1744997194.0457635,WARNING,motorcycle,6.87,0.007
190,1744997194.0457635,WARNING,motorcycle,6.38,0.000
191,1744997201.4241946,WARNING,motorcycle,5.33,0.015
191,1744997201.4241946,WARNING,motorcycle,3.74,0.000
191,1744997201.4241946,WARNING,motorcycle,7.44,0.009
191,1744997201.4241946,WARNING,motorcycle,3.61,0.000
192,1744997206.0178933,WARNING,car,9.39,0.076
192,1744997206.0178933,WARNING,motorcycle,5.13,0.004
193,1744997214.6930282,WARNING,car,8.76,0.077
193,1744997214.6930282,WARNING,motorcycle,4.39,0.000
193,1744997214.6930282,WARNING,motorcycle,6.22,0.000
194,1744997223.1711996,WARNING,car,8.46,0.066
194,1744997223.1711996,WARNING,motorcycle,3.88,0.000
194,1744997223.1711996,WARNING,motorcycle,6.33,0.000
194,1744997223.1711996,WARNING,motorcycle,5.67,0.000
195,1744997231.5855272,WARNING,car,7.69,0.070
195,1744997231.5855272,WARNING,motorcycle,3.80,0.000
195,1744997231.5855272,WARNING,bicycle,9.83,0.002
196,1744997240.0758266,WARNING,car,7.06,0.058
196,1744997240.0758266,WARNING,bicycle,9.19,0.000
197,1744997248.4923966,WARNING,car,6.49,0.056
197,1744997248.4923966,WARNING,truck,9.75,0.009
197,1744997248.4923966,WARNING,bicycle,8.22,0.000
198,1744997256.6524708,WARNING,car,6.18,0.056
198,1744997256.6524708,WARNING,bicycle,7.80,0.000
199,1744997264.973983,WARNING,car,5.43,0.060
199,1744997264.973983,WARNING,motorcycle,9.61,0.041
199,1744997264.973983,WARNING,bicycle,7.03,0.000
200,1744997273.365067,WARNING,car,5.19,0.054
200,1744997273.365067,WARNING,motorcycle,8.77,0.053
200,1744997273.365067,WARNING,person,9.44,0.021
200,1744997273.365067,WARNING,bicycle,6.36,0.000
200,1744997273.365067,WARNING,truck,7.59,0.000
201,1744997282.0296025,WARNING,car,4.94,0.061
201,1744997282.0296025,WARNING,motorcycle,8.09,0.049
201,1744997282.0296025,WARNING,person,8.84,0.020
201,1744997282.0296025,WARNING,bicycle,5.98,0.000
202,1744997290.1415913,WARNING,person,8.65,0.024
202,1744997290.1415913,WARNING,motorcycle,7.84,0.055
202,1744997290.1415913,WARNING,car,4.93,0.043
202,1744997290.1415913,WARNING,bicycle,5.80,0.000
203,1744997298.5667198,WARNING,motorcycle,7.59,0.055
203,1744997298.5667198,WARNING,person,8.20,0.044
203,1744997298.5667198,WARNING,car,5.15,0.015
203,1744997298.5667198,WARNING,bicycle,5.51,0.000
204,1744997306.7985938,WARNING,car,5.15,0.005
204,1744997306.7985938,WARNING,motorcycle,7.15,0.066
204,1744997306.7985938,WARNING,person,7.72,0.049
204,1744997306.7985938,WARNING,bicycle,5.28,0.000
205,1744997315.0214446,WARNING,motorcycle,6.99,0.066
205,1744997315.0214446,WARNING,car,5.06,0.000
205,1744997315.0214446,WARNING,person,7.60,0.061
205,1744997315.0214446,WARNING,motorcycle,9.85,0.001
205,1744997315.0214446,WARNING,truck,8.11,0.000
206,1744997323.2609916,WARNING,motorcycle,6.60,0.061
206,1744997323.2609916,WARNING,car,5.09,0.000
206,1744997323.2609916,WARNING,person,7.18,0.080
206,1744997323.2609916,WARNING,motorcycle,9.79,0.000
206,1744997323.2609916,WARNING,truck,8.06,0.000
207,1744997331.7223186,WARNING,motorcycle,6.30,0.060
207,1744997331.7223186,WARNING,car,5.20,0.000
207,1744997331.7223186,WARNING,person,6.74,0.104
207,1744997331.7223186,WARNING,truck,7.88,0.000
208,1744997340.1174579,WARNING,motorcycle,6.07,0.065
208,1744997340.1174579,WARNING,person,6.47,0.095
208,1744997340.1174579,WARNING,car,5.32,0.000
208,1744997340.1174579,WARNING,truck,7.45,0.000
208,1744997340.1174579,WARNING,bicycle,8.05,0.011
209,1744997348.6153302,STOP,motorcycle,5.89,0.052
209,1744997348.6153302,STOP,person,6.17,0.101
209,1744997348.6153302,STOP,car,5.49,0.000
209,1744997348.6153302,STOP,truck,7.47,0.000
210,1744997357.05859,STOP,person,6.18,0.117
210,1744997357.05859,STOP,motorcycle,5.95,0.043
210,1744997357.05859,STOP,car,5.58,0.000
211,1744997365.7707334,STOP,person,6.10,0.134
211,1744997365.7707334,STOP,motorcycle,5.77,0.042
211,1744997365.7707334,STOP,car,5.54,0.000
212,1744997373.8933258,STOP,person,5.81,0.153
212,1744997373.8933258,STOP,motorcycle,5.42,0.040
212,1744997373.8933258,STOP,car,5.45,0.000
213,1744997379.9887276,STOP,person,6.11,0.151
213,1744997379.9887276,STOP,motorcycle,5.50,0.028
213,1744997379.9887276,STOP,car,5.52,0.000
213,1744997379.9887276,STOP,motorcycle,6.36,0.034
214,1744997384.6804695,STOP,person,6.57,0.148
214,1744997384.6804695,STOP,motorcycle,9.99,0.065
214,1744997384.6804695,STOP,motorcycle,5.69,0.021
214,1744997384.6804695,STOP,car,5.41,0.000
215,1744997389.385729,STOP,person,6.55,0.125
215,1744997389.385729,STOP,motorcycle,9.19,0.060
215,1744997389.385729,STOP,motorcycle,5.51,0.009
215,1744997389.385729,STOP,car,5.29,0.000
216,1744997394.299179,STOP,motorcycle,8.68,0.069
216,1744997394.299179,STOP,person,6.69,0.079
216,1744997394.299179,STOP,motorcycle,5.49,0.014
216,1744997394.299179,STOP,car,5.40,0.000
217,1744997399.2555022,STOP,motorcycle,8.22,0.073
217,1744997399.2555022,STOP,person,6.75,0.031
217,1744997399.2555022,STOP,motorcycle,9.58,0.000
217,1744997399.2555022,STOP,motorcycle,5.60,0.004
218,1744997404.0410123,WARNING,person,7.02,0.010
218,1744997404.0410123,WARNING,motorcycle,7.60,0.074
218,1744997404.0410123,WARNING,motorcycle,9.00,0.000
218,1744997404.0410123,WARNING,motorcycle,5.65,0.000
219,1744997408.7861269,WARNING,person,7.15,0.006
219,1744997408.7861269,WARNING,motorcycle,6.98,0.063
219,1744997408.7861269,WARNING,motorcycle,5.83,0.000
219,1744997408.7861269,WARNING,motorcycle,9.38,0.000
219,1744997408.7861269,WARNING,motorcycle,8.63,0.000
220,1744997413.5332685,WARNING,person,7.37,0.000
220,1744997413.5332685,WARNING,motorcycle,8.92,0.000
220,1744997413.5332685,WARNING,motorcycle,6.52,0.069
220,1744997413.5332685,WARNING,motorcycle,8.17,0.000
220,1744997413.5332685,WARNING,motorcycle,6.18,0.000
221,1744997418.0540447,WARNING,motorcycle,5.95,0.057
221,1744997418.0540447,WARNING,person,7.82,0.003
221,1744997418.0540447,WARNING,motorcycle,7.81,0.000
221,1744997418.0540447,WARNING,motorcycle,8.53,0.000
221,1744997418.0540447,WARNING,motorcycle,6.59,0.000
221,1744997418.0540447,WARNING,motorcycle,6.58,0.000
222,1744997422.7426214,WARNING,motorcycle,7.11,0.010
222,1744997422.7426214,WARNING,motorcycle,5.40,0.051
222,1744997422.7426214,WARNING,person,8.36,0.005
222,1744997422.7426214,WARNING,motorcycle,7.47,0.000
222,1744997422.7426214,WARNING,motorcycle,8.01,0.000
223,1744997428.604905,WARNING,motorcycle,4.98,0.040
223,1744997428.604905,WARNING,motorcycle,7.53,0.000
223,1744997428.604905,WARNING,motorcycle,7.70,0.014
223,1744997428.604905,WARNING,person,9.67,0.006
223,1744997428.604905,WARNING,motorcycle,7.50,0.000
224,1744997434.3770027,WARNING,person,9.72,0.019
224,1744997434.3770027,WARNING,motorcycle,8.47,0.021
224,1744997434.3770027,WARNING,motorcycle,4.84,0.037
224,1744997434.3770027,WARNING,motorcycle,7.81,0.000
224,1744997434.3770027,WARNING,motorcycle,7.22,0.000
225,1744997440.1191118,WARNING,motorcycle,4.39,0.027
225,1744997440.1191118,WARNING,motorcycle,8.96,0.022
225,1744997440.1191118,WARNING,motorcycle,7.82,0.000
225,1744997440.1191118,WARNING,motorcycle,6.27,0.000
225,1744997440.1191118,WARNING,motorcycle,7.31,0.000
226,1744997445.9547122,WARNING,motorcycle,9.81,0.043
226,1744997445.9547122,WARNING,motorcycle,4.30,0.016
226,1744997445.9547122,WARNING,motorcycle,7.75,0.000
226,1744997445.9547122,WARNING,motorcycle,7.59,0.000
227,1744997451.7561975,WARNING,motorcycle,7.44,0.000
227,1744997451.7561975,WARNING,motorcycle,4.08,0.009
227,1744997451.7561975,WARNING,motorcycle,7.10,0.000
228,1744997457.4735856,WARNING,motorcycle,3.90,0.001
228,1744997457.4735856,WARNING,motorcycle,7.37,0.000
228,1744997457.4735856,WARNING,motorcycle,6.35,0.000
229,1744997463.0899181,WARNING,motorcycle,3.69,0.000
229,1744997463.0899181,WARNING,motorcycle,6.06,0.000
229,1744997463.0899181,WARNING,motorcycle,7.36,0.000
229,1744997463.0899181,WARNING,motorcycle,7.33,0.000
230,1744997468.9487739,WARNING,motorcycle,3.42,0.000
230,1744997468.9487739,WARNING,motorcycle,6.44,0.000
231,1744997474.5338361,WARNING,motorcycle,3.25,0.000
231,1744997474.5338361,WARNING,motorcycle,6.89,0.000
232,1744997480.2431335,WARNING,motorcycle,3.44,0.000
233,1744997485.861407,CLEAR,none,inf,0.0
234,1744997491.511087,CLEAR,none,inf,0.0
235,1744997497.2549796,CLEAR,none,inf,0.0
236,1744997502.999515,CLEAR,none,inf,0.0
237,1744997508.7113357,CLEAR,none,inf,0.0
238,1744997514.3661501,CLEAR,none,inf,0.0
239,1744997519.4434903,CLEAR,none,inf,0.0
240,1744997524.6796343,CLEAR,none,inf,0.0
241,1744997530.6887698,CLEAR,none,inf,0.0
242,1744997536.5026546,CLEAR,none,inf,0.0
243,1744997542.541152,WARNING,bus,6.02,0.000
244,1744997548.1457422,CLEAR,none,inf,0.0
245,1744997554.1859214,CLEAR,none,inf,0.0
246,1744997560.0809174,CLEAR,none,inf,0.0
247,1744997565.7470639,CLEAR,none,inf,0.0
248,1744997571.5111308,CLEAR,none,inf,0.0
249,1744997577.302617,CLEAR,none,inf,0.0
250,1744997583.305737,CLEAR,none,inf,0.0
251,1744997589.0603962,WARNING,motorcycle,9.37,0.000
252,1744997594.6320212,WARNING,motorcycle,8.27,0.000
253,1744997600.78775,CLEAR,none,inf,0.0
254,1744997606.5325549,WARNING,motorcycle,8.84,0.000
254,1744997606.5325549,WARNING,motorcycle,9.08,0.000
255,1744997612.3161643,WARNING,motorcycle,9.07,0.062
255,1744997612.3161643,WARNING,person,9.50,0.021
255,1744997612.3161643,WARNING,motorcycle,7.66,0.000
255,1744997612.3161643,WARNING,person,9.67,0.000
256,1744997618.0510073,WARNING,motorcycle,8.00,0.079
256,1744997618.0510073,WARNING,person,8.68,0.025
256,1744997618.0510073,WARNING,motorcycle,7.48,0.000
256,1744997618.0510073,WARNING,person,8.34,0.000
256,1744997618.0510073,WARNING,person,8.67,0.000
257,1744997623.7586355,WARNING,motorcycle,7.12,0.104
257,1744997623.7586355,WARNING,person,8.05,0.033
258,1744997629.4736362,STOP,motorcycle,6.49,0.124
258,1744997629.4736362,STOP,person,7.36,0.052
259,1744997635.1980402,WARNING,person,6.87,0.080
259,1744997635.1980402,WARNING,motorcycle,5.53,0.083
259,1744997635.1980402,WARNING,person,9.53,0.000
260,1744997641.1970994,WARNING,person,5.99,0.006
260,1744997641.1970994,WARNING,motorcycle,4.59,0.057
260,1744997641.1970994,WARNING,person,9.46,0.000
260,1744997641.1970994,WARNING,person,9.68,0.000
261,1744997646.9772596,WARNING,person,4.70,0.000
261,1744997646.9772596,WARNING,motorcycle,4.91,0.003
262,1744997654.3697271,WARNING,car,3.17,0.000
262,1744997654.3697271,WARNING,person,9.14,0.000
263,1744997662.0828109,CLEAR,none,inf,0.0
264,1744997669.674834,WARNING,person,7.77,0.000
265,1744997677.298221,CLEAR,none,inf,0.0
266,1744997684.883479,WARNING,car,7.73,0.000
267,1744997692.3546286,WARNING,car,5.82,0.000
268,1744997699.8314438,WARNING,car,8.41,0.000
269,1744997707.3628864,CLEAR,none,inf,0.0
270,1744997714.7817907,CLEAR,none,inf,0.0
271,1744997722.1957135,CLEAR,none,inf,0.0
272,1744997729.6865866,CLEAR,none,inf,0.0
273,1744997737.1199837,CLEAR,none,inf,0.0
274,1744997744.5256095,CLEAR,none,inf,0.0
275,1744997751.939166,CLEAR,none,inf,0.0
276,1744997759.4673269,CLEAR,none,inf,0.0
277,1744997767.0896196,CLEAR,none,inf,0.0
278,1744997774.6914983,CLEAR,none,inf,0.0
279,1744997780.235588,CLEAR,none,inf,0.0
280,1744997784.8175507,CLEAR,none,inf,0.0
281,1744997790.1526508,CLEAR,none,inf,0.0
282,1744997796.173675,CLEAR,none,inf,0.0
283,1744997802.1238763,CLEAR,none,inf,0.0
284,1744997807.770448,CLEAR,none,inf,0.0
285,1744997813.3365042,CLEAR,none,inf,0.0
286,1744997818.886235,CLEAR,none,inf,0.0
287,1744997824.7623804,CLEAR,none,inf,0.0
288,1744997830.7374194,CLEAR,none,inf,0.0
289,1744997836.4614127,CLEAR,none,inf,0.0
290,1744997842.4735372,CLEAR,none,inf,0.0
291,1744997848.106419,CLEAR,none,inf,0.0
292,1744997853.6655452,WARNING,motorcycle,9.94,0.000
292,1744997853.6655452,WARNING,person,9.96,0.000
293,1744997859.1977503,CLEAR,none,inf,0.0
294,1744997864.7262702,CLEAR,none,inf,0.0
295,1744997870.288547,WARNING,motorcycle,5.89,0.000
296,1744997875.851823,WARNING,motorcycle,5.94,0.000
296,1744997875.851823,WARNING,person,6.87,0.000
297,1744997881.3738446,WARNING,motorcycle,5.37,0.000
298,1744997887.7996807,WARNING,motorcycle,5.22,0.000
299,1744997893.6293342,WARNING,motorcycle,4.93,0.000
299,1744997893.6293342,WARNING,person,7.80,0.000
300,1744997899.5375447,WARNING,motorcycle,4.73,0.000
301,1744997905.159593,WARNING,motorcycle,4.63,0.000
302,1744997910.954582,WARNING,person,6.02,0.000
303,1744997916.8382251,WARNING,person,6.41,0.000
304,1744997922.231246,CLEAR,none,inf,0.0
305,1744997928.4747906,CLEAR,none,inf,0.0
306,1744997935.4026532,CLEAR,none,inf,0.0
307,1744997942.7441812,CLEAR,none,inf,0.0
308,1744997949.8464155,CLEAR,none,inf,0.0
309,1744997957.364464,CLEAR,none,inf,0.0
310,1744997965.2594829,CLEAR,none,inf,0.0
311,1744997973.0827253,CLEAR,none,inf,0.0
312,1744997981.123977,CLEAR,none,inf,0.0
313,1744997989.0020695,CLEAR,none,inf,0.0
314,1744997996.3937726,CLEAR,none,inf,0.0
315,1744998003.5307393,CLEAR,none,inf,0.0
316,1744998010.5993223,CLEAR,none,inf,0.0
317,1744998018.2486498,WARNING,car,5.56,0.000
318,1744998026.082811,WARNING,car,5.49,0.000
319,1744998034.101956,WARNING,car,5.73,0.000
320,1744998042.1402686,WARNING,car,7.20,0.027
321,1744998050.5700767,WARNING,car,8.46,0.060
322,1744998058.8560712,WARNING,car,9.52,0.075
323,1744998066.656762,CLEAR,none,inf,0.0
324,1744998074.79782,CLEAR,none,inf,0.0
325,1744998082.8443015,CLEAR,none,inf,0.0
326,1744998090.7569613,WARNING,car,4.85,0.000
327,1744998098.9422371,WARNING,car,5.08,0.012
328,1744998107.1046276,WARNING,car,5.60,0.049
329,1744998115.272031,WARNING,car,7.53,0.084
330,1744998122.4091613,WARNING,car,8.94,0.091
331,1744998129.3911726,CLEAR,none,inf,0.0
332,1744998136.5588183,WARNING,motorcycle,4.99,0.000
333,1744998144.0854046,WARNING,motorcycle,5.39,0.000
333,1744998144.0854046,WARNING,person,6.37,0.000
334,1744998152.054293,WARNING,person,7.76,0.000
334,1744998152.054293,WARNING,motorcycle,6.73,0.010
335,1744998160.226449,WARNING,motorcycle,8.13,0.031
335,1744998160.226449,WARNING,person,9.87,0.000
335,1744998160.226449,WARNING,motorcycle,9.63,0.000
336,1744998168.4241495,WARNING,person,9.52,0.026
336,1744998168.4241495,WARNING,motorcycle,8.58,0.019
337,1744998176.5299432,WARNING,motorcycle,9.47,0.054
338,1744998184.6449199,CLEAR,none,inf,0.0
339,1744998192.4037092,CLEAR,none,inf,0.0
340,1744998200.3817897,CLEAR,none,inf,0.0
341,1744998208.4381518,CLEAR,none,inf,0.0
342,1744998216.526678,CLEAR,none,inf,0.0
343,1744998224.5674675,CLEAR,none,inf,0.0
344,1744998232.6061254,CLEAR,none,inf,0.0
345,1744998240.481413,CLEAR,none,inf,0.0
346,1744998248.666048,CLEAR,none,inf,0.0
347,1744998256.7793179,CLEAR,none,inf,0.0
348,1744998265.1392,CLEAR,none,inf,0.0
349,1744998273.1111922,CLEAR,none,inf,0.0
350,1744998281.1700106,CLEAR,none,inf,0.0
351,1744998289.149436,CLEAR,none,inf,0.0
352,1744998297.087524,CLEAR,none,inf,0.0
353,1744998305.0276039,CLEAR,none,inf,0.0
354,1744998312.2238188,CLEAR,none,inf,0.0
355,1744998319.5915406,CLEAR,none,inf,0.0
356,1744998327.0683446,CLEAR,none,inf,0.0
357,1744998334.5760202,WARNING,motorcycle,9.39,0.000
358,1744998342.4991663,CLEAR,none,inf,0.0
359,1744998350.44758,CLEAR,none,inf,0.0
360,1744998358.5567043,CLEAR,none,inf,0.0
361,1744998366.5993483,CLEAR,none,inf,0.0
362,1744998374.6225975,CLEAR,none,inf,0.0
363,1744998382.6718588,CLEAR,none,inf,0.0
364,1744998390.8860025,CLEAR,none,inf,0.0
365,1744998399.2484026,CLEAR,none,inf,0.0
366,1744998407.5376372,WARNING,motorcycle,5.71,0.000
366,1744998407.5376372,WARNING,person,6.46,0.000
366,1744998407.5376372,WARNING,person,6.02,0.000
367,1744998415.66147,WARNING,motorcycle,8.13,0.019
367,1744998415.66147,WARNING,person,8.45,0.000
367,1744998415.66147,WARNING,person,8.43,0.000
368,1744998423.6313426,WARNING,motorcycle,9.63,0.033
368,1744998423.6313426,WARNING,person,9.78,0.022
369,1745000543.2526948,CLEAR,none,inf,0.0
370,1745000550.4777572,CLEAR,none,inf,0.0
371,1745000557.4953215,CLEAR,none,inf,0.0
372,1745000564.4780815,CLEAR,none,inf,0.0
373,1745000571.6190054,CLEAR,none,inf,0.0
374,1745000578.7960842,CLEAR,none,inf,0.0
375,1745000586.0545342,CLEAR,none,inf,0.0
376,1745000593.2322216,CLEAR,none,inf,0.0
377,1745000600.255945,CLEAR,none,inf,0.0
378,1745000607.3758712,CLEAR,none,inf,0.0
379,1745000614.5902202,CLEAR,none,inf,0.0
380,1745000621.8022113,WARNING,car,5.86,0.000
381,1745000629.2328727,WARNING,car,5.06,0.000
381,1745000629.2328727,WARNING,truck,5.07,0.000
382,1745000636.5213077,WARNING,truck,7.22,0.054
383,1745000643.808988,WARNING,truck,8.63,0.103
384,1745000651.2486017,WARNING,truck,9.87,0.102
385,1745000658.5725513,CLEAR,none,inf,0.0
386,1745000665.7354321,CLEAR,none,inf,0.0
387,1745000673.012864,CLEAR,none,inf,0.0
388,1745000680.1736388,WARNING,motorcycle,7.10,0.000
389,1745000687.3829753,WARNING,motorcycle,7.52,0.000
389,1745000687.3829753,WARNING,person,8.30,0.000
390,1745000694.5286007,WARNING,motorcycle,8.85,0.000
390,1745000694.5286007,WARNING,person,9.24,0.000
390,1745000694.5286007,WARNING,person,9.43,0.000
390,1745000694.5286007,WARNING,person,9.74,0.000
391,1745000701.7038522,CLEAR,none,inf,0.0
392,1745000708.9345195,CLEAR,none,inf,0.0
393,1745000716.0839045,CLEAR,none,inf,0.0
394,1745000723.3883138,CLEAR,none,inf,0.0
395,1745000730.6048706,CLEAR,none,inf,0.0
396,1745000737.8339875,CLEAR,none,inf,0.0
397,1745000745.1058447,CLEAR,none,inf,0.0
398,1745000752.409281,CLEAR,none,inf,0.0
399,1745000759.6284215,CLEAR,none,inf,0.0
400,1745000766.8325765,CLEAR,none,inf,0.0
401,1745000773.9827209,WARNING,motorcycle,9.93,0.000
402,1745000780.9720461,CLEAR,none,inf,0.0
403,1745000788.0555456,CLEAR,none,inf,0.0
404,1745000795.170695,CLEAR,none,inf,0.0
405,1745000802.447996,CLEAR,none,inf,0.0
406,1745000809.8257945,CLEAR,none,inf,0.0
407,1745000817.0665212,CLEAR,none,inf,0.0
408,1745000824.313579,CLEAR,none,inf,0.0
409,1745000831.5684817,CLEAR,none,inf,0.0
410,1745000838.8450234,CLEAR,none,inf,0.0
411,1745000845.9021847,CLEAR,none,inf,0.0
412,1745000853.036071,CLEAR,none,inf,0.0
413,1745000860.24462,CLEAR,none,inf,0.0
414,1745000867.367167,CLEAR,none,inf,0.0
415,1745000874.3537192,CLEAR,none,inf,0.0
416,1745000881.5346947,CLEAR,none,inf,0.0
417,1745000888.8199046,WARNING,motorcycle,7.61,0.000
418,1745000896.1004393,WARNING,motorcycle,9.29,0.000
418,1745000896.1004393,WARNING,person,9.78,0.000
419,1745000903.3464148,CLEAR,none,inf,0.0
420,1745000910.6363974,CLEAR,none,inf,0.0
421,1745000917.8901596,CLEAR,none,inf,0.0
422,1745000925.0768492,CLEAR,none,inf,0.0
423,1745000932.4272068,STOP,none,inf,0.0
424,1745000940.261215,STOP,none,inf,0.0
425,1745000948.1181781,STOP,none,inf,0.0
426,1745000956.1099296,STOP,none,inf,0.0
427,1745000964.1846519,STOP,none,inf,0.0
428,1745000971.7977152,STOP,none,inf,0.0
429,1745000979.526418,STOP,none,inf,0.0
430,1745000987.6143289,STOP,none,inf,0.0
431,1745000995.9379795,WARNING,truck,5.24,0.000
432,1745001003.5175164,CLEAR,none,inf,0.0
433,1745001010.6710033,CLEAR,none,inf,0.0
434,1745001017.6504416,CLEAR,none,inf,0.0
435,1745001025.4576952,CLEAR,none,inf,0.0
436,1745001033.1899352,CLEAR,none,inf,0.0
437,1745001041.268645,CLEAR,none,inf,0.0
438,1745001049.2189133,CLEAR,none,inf,0.0
439,1745001057.1335697,WARNING,truck,8.22,0.000
440,1745001065.018483,WARNING,truck,9.81,0.000
441,1745001072.786551,CLEAR,none,inf,0.0
442,1745001081.0225835,WARNING,train,7.20,0.176
443,1745001088.899378,CLEAR,none,inf,0.0
444,1745001096.8227232,CLEAR,none,inf,0.0
445,1745001104.524249,CLEAR,none,inf,0.0
446,1745001112.2509532,CLEAR,none,inf,0.0
447,1745001120.1392977,CLEAR,none,inf,0.0
448,1745001127.874645,CLEAR,none,inf,0.0
449,1745001135.84347,CLEAR,none,inf,0.0
450,1745001144.1740236,WARNING,motorcycle,7.74,0.000
450,1745001144.1740236,WARNING,person,7.79,0.000
451,1745001152.3629942,WARNING,motorcycle,9.12,0.000
451,1745001152.3629942,WARNING,person,9.76,0.000
452,1745001160.2096953,CLEAR,none,inf,0.0
453,1745001168.1799595,CLEAR,none,inf,0.0
454,1745001176.3193493,CLEAR,none,inf,0.0
455,1745001184.0744119,CLEAR,none,inf,0.0
456,1745001191.9713035,CLEAR,none,inf,0.0
457,1745001199.6995769,CLEAR,none,inf,0.0
458,1745001207.6540878,CLEAR,none,inf,0.0
459,1745001215.4814868,CLEAR,none,inf,0.0
460,1745001223.4190948,CLEAR,none,inf,0.0
461,1745001231.029939,STOP,none,inf,0.0
462,1745001238.8692288,STOP,none,inf,0.0
463,1745001246.9164736,STOP,cat,7.22,0.000
464,1745001254.9513052,STOP,none,inf,0.0
465,1745001263.0470011,CLEAR,none,inf,0.0
466,1745001270.5542269,CLEAR,none,inf,0.0
467,1745001278.7132015,WARNING,person,5.82,0.000
468,1745001286.9020855,CLEAR,none,inf,0.0
469,1745001295.0313,WARNING,person,4.66,0.000
470,1745001302.9382348,CLEAR,none,inf,0.0
471,1745001310.7350318,CLEAR,none,inf,0.0
472,1745001318.7202797,CLEAR,none,inf,0.0
473,1745001326.4990673,CLEAR,none,inf,0.0
474,1745001334.5260825,CLEAR,none,inf,0.0
475,1745001342.346407,CLEAR,none,inf,0.0
476,1745001350.5915964,CLEAR,none,inf,0.0
477,1745001358.39479,CLEAR,none,inf,0.0
478,1745001366.1112094,CLEAR,none,inf,0.0
479,1745001374.2802758,CLEAR,none,inf,0.0
480,1745001382.6195714,CLEAR,none,inf,0.0
481,1745001390.6610641,WARNING,truck,9.72,0.009
482,1745001398.8758488,WARNING,truck,9.26,0.000
482,1745001398.8758488,WARNING,car,9.18,0.000
482,1745001398.8758488,WARNING,truck,9.52,0.007
483,1745001406.9756773,WARNING,train,9.56,0.087
483,1745001406.9756773,WARNING,truck,9.34,0.000
484,1745001414.7215698,CLEAR,none,inf,0.0
485,1745001422.8737333,CLEAR,none,inf,0.0
486,1745001431.009116,WARNING,motorcycle,6.33,0.000
487,1745001439.120522,STOP,motorcycle,8.40,0.000
487,1745001439.120522,STOP,person,9.34,0.000
488,1745001447.4255645,STOP,none,inf,0.0
489,1745001455.7995894,STOP,person,8.56,0.000
490,1745001463.966145,WARNING,motorcycle,8.78,0.000
491,1745001472.147148,WARNING,motorcycle,9.23,0.000
492,1745001480.207638,CLEAR,none,inf,0.0
493,1745001488.4074967,CLEAR,none,inf,0.0
494,1745001496.8230891,CLEAR,none,inf,0.0
495,1745001504.914431,CLEAR,none,inf,0.0
496,1745001513.133754,CLEAR,none,inf,0.0
497,1745001521.3159695,WARNING,motorcycle,6.86,0.000
497,1745001521.3159695,WARNING,person,7.29,0.000
498,1745001529.6777306,WARNING,motorcycle,8.79,0.000
499,1745001538.0743327,CLEAR,none,inf,0.0
500,1745001546.4201128,CLEAR,none,inf,0.0
501,1745001554.4733052,CLEAR,none,inf,0.0
502,1745001562.4209569,CLEAR,none,inf,0.0
503,1745001570.4650335,CLEAR,none,inf,0.0
504,1745001578.5403214,CLEAR,none,inf,0.0
505,1745001586.9540732,CLEAR,none,inf,0.0
506,1745001595.442518,CLEAR,none,inf,0.0
507,1745001603.3458235,CLEAR,none,inf,0.0
508,1745001611.2764099,CLEAR,none,inf,0.0
509,1745001619.1637573,CLEAR,none,inf,0.0
510,1745001627.6874838,CLEAR,none,inf,0.0
511,1745001635.6757374,CLEAR,none,inf,0.0
512,1745001643.0949454,CLEAR,none,inf,0.0
513,1745001650.2377105,CLEAR,none,inf,0.0
514,1745001657.323472,CLEAR,none,inf,0.0
515,1745001664.3696704,CLEAR,none,inf,0.0
