frame_idx,timestamp,status,object_class,distance,roi_coverage
516,1745001671.5877879,CLEAR,none,inf,0.0
517,1745001678.4182284,CLEAR,none,inf,0.0
518,1745001685.451391,CLEAR,none,inf,0.0
519,1745001693.450117,CLEAR,none,inf,0.0
520,1745001701.660846,WARNING,car,9.99,0.005
521,1745001709.386081,STOP,none,inf,0.0
522,1745001716.6708806,STOP,none,inf,0.0
523,1745001724.3360238,STOP,Unknown Obstacle,7.49,1.000
524,1745001731.383406,STOP,Unknown Obstacle,7.50,1.000
525,1745001738.5651224,STOP,Unknown Obstacle,7.47,1.000
525,1745001738.5651224,STOP,motorcycle,7.47,0.004
526,1745001745.7283862,STOP,Unknown Obstacle,7.10,1.000
526,1745001745.7283862,STOP,car,9.94,0.003
527,1745001753.4424698,STOP,Unknown Obstacle,6.79,1.000
528,1745001761.396485,STOP,Unknown Obstacle,6.53,1.000
529,1745001769.3570545,STOP,Unknown Obstacle,6.26,1.000
529,1745001769.3570545,STOP,motorcycle,6.74,0.008
530,1745001777.288476,STOP,Unknown Obstacle,5.93,1.000
531,1745001784.3058476,STOP,Unknown Obstacle,5.79,1.000
532,1745001791.4775453,STOP,Unknown Obstacle,5.50,1.000
533,1745001799.0720668,STOP,Unknown Obstacle,5.40,1.000
534,1745001806.9183967,STOP,bench,inf,0.901
535,1745001814.8949382,STOP,bench,inf,0.911
536,1745001823.1315162,STOP,bench,inf,0.908
537,1745001831.2924085,STOP,bench,inf,0.873
538,1745001839.5807736,STOP,bench,inf,0.708
539,1745001847.7531564,STOP,bench,inf,0.452
540,1745001855.9796884,STOP,bench,4.43,0.177
541,1745001864.1499555,WARNING,motorcycle,6.92,0.092
542,1745001872.5894148,CLEAR,none,inf,0.0
543,1745001880.7587886,WARNING,motorcycle,3.98,0.046
544,1745001889.0455797,WARNING,motorcycle,3.26,0.012
545,1745001897.2285964,CLEAR,none,inf,0.0
546,1745001905.145248,CLEAR,none,inf,0.0
547,1745001912.9163804,WARNING,motorcycle,8.53,0.000
548,1745001920.286934,WARNING,motorcycle,8.45,0.000
549,1745001927.8281536,WARNING,motorcycle,7.89,0.000
550,1745001935.2002175,WARNING,motorcycle,7.64,0.000
551,1745001943.1274078,WARNING,motorcycle,7.18,0.000
552,1745001951.2129438,WARNING,motorcycle,6.40,0.000
553,1745001959.5072796,WARNING,motorcycle,5.56,0.000
554,1745001967.1873286,WARNING,person,5.77,0.000
554,1745001967.1873286,WARNING,motorcycle,5.43,0.000
555,1745001975.2905512,WARNING,train,8.77,0.000
556,1745001983.6076758,CLEAR,none,inf,0.0
557,1745001991.6830597,CLEAR,none,inf,0.0
558,1745001999.8899896,WARNING,train,8.39,0.000
559,1745002007.9751735,WARNING,train,8.43,0.000
560,1745002015.7746727,CLEAR,none,inf,0.0
561,1745002023.8824847,WARNING,train,8.33,0.000
562,1745002031.8821695,CLEAR,none,inf,0.0
563,1745002039.9003003,CLEAR,none,inf,0.0
564,1745002048.0086389,CLEAR,none,inf,0.0
565,1745002055.8542395,CLEAR,none,inf,0.0
566,1745002063.8175774,CLEAR,none,inf,0.0
567,1745002071.72264,CLEAR,none,inf,0.0
568,1745002079.4200013,CLEAR,none,inf,0.0
569,1745002087.5823045,CLEAR,none,inf,0.0
570,1745002095.9320488,CLEAR,none,inf,0.0
571,1745002104.0634706,CLEAR,none,inf,0.0
572,1745002112.242414,CLEAR,none,inf,0.0
573,1745002120.2987487,CLEAR,none,inf,0.0
574,1745002128.114207,CLEAR,none,inf,0.0
575,1745002135.9002001,CLEAR,none,inf,0.0
576,1745002143.936226,CLEAR,none,inf,0.0
577,1745002151.8366625,CLEAR,none,inf,0.0
578,1745002159.7698803,CLEAR,none,inf,0.0
579,1745002167.845024,CLEAR,none,inf,0.0
580,1745002176.1477528,CLEAR,none,inf,0.0
581,1745002184.3801835,CLEAR,none,inf,0.0
582,1745002192.520964,CLEAR,none,inf,0.0
583,1745002200.3692496,CLEAR,none,inf,0.0
584,1745002207.9578373,CLEAR,none,inf,0.0
585,1745002216.1868782,CLEAR,none,inf,0.0
586,1745002224.1181314,CLEAR,none,inf,0.0
587,1745002232.1442692,CLEAR,none,inf,0.0
588,1745002240.171495,CLEAR,none,inf,0.0
589,1745002248.090428,CLEAR,none,inf,0.0
590,1745002255.824365,CLEAR,none,inf,0.0
591,1745002263.9027848,CLEAR,none,inf,0.0
592,1745002271.9929848,CLEAR,none,inf,0.0
593,1745002280.201886,CLEAR,none,inf,0.0
594,1745002288.3393407,CLEAR,none,inf,0.0
595,1745002296.1007164,CLEAR,none,inf,0.0
596,1745002304.2081375,CLEAR,none,inf,0.0
597,1745002311.975999,CLEAR,none,inf,0.0
598,1745002319.943399,CLEAR,none,inf,0.0
599,1745002328.0227098,CLEAR,none,inf,0.0
600,1745002335.7553446,CLEAR,none,inf,0.0
601,1745002344.0074685,STOP,none,inf,0.0
602,1745002352.0507135,STOP,none,inf,0.0
603,1745002360.1951106,CLEAR,none,inf,0.0
604,1745002368.188165,CLEAR,none,inf,0.0
605,1745002376.5579293,CLEAR,none,inf,0.0
606,1745002384.6114001,CLEAR,none,inf,0.0
607,1745002392.7558577,CLEAR,none,inf,0.0
608,1745002401.0258021,CLEAR,none,inf,0.0
609,1745002409.1189177,CLEAR,none,inf,0.0
610,1745002417.715013,CLEAR,none,inf,0.0
611,1745002425.8421614,CLEAR,none,inf,0.0
612,1745002433.9765604,CLEAR,none,inf,0.0
613,1745002442.0657482,CLEAR,none,inf,0.0
614,1745002450.2544708,CLEAR,none,inf,0.0
615,1745002458.6251178,CLEAR,none,inf,0.0
616,1745002466.5025265,CLEAR,none,inf,0.0
617,1745002474.4562345,CLEAR,none,inf,0.0
618,1745002482.4998336,CLEAR,none,inf,0.0
619,1745002490.7103336,WARNING,motorcycle,8.25,0.000
620,1745002498.5003958,WARNING,motorcycle,9.17,0.000
621,1745002506.4888694,WARNING,motorcycle,8.70,0.000
622,1745002514.2928116,WARNING,motorcycle,8.21,0.000
623,1745002522.492974,WARNING,motorcycle,7.88,0.000
624,1745002530.6629517,WARNING,motorcycle,7.78,0.000
624,1745002530.6629517,WARNING,motorcycle,7.86,0.000
625,1745002538.6995795,WARNING,motorcycle,7.15,0.000
626,1745002546.6254392,WARNING,motorcycle,6.41,0.000
627,1745002554.7993016,CLEAR,none,inf,0.0
628,1745002562.8488698,CLEAR,none,inf,0.0
629,1745002570.8124828,CLEAR,none,inf,0.0
630,1745002578.8446655,WARNING,cat,7.59,0.000
631,1745002587.2672968,STOP,none,inf,0.0
632,1745002595.2564292,STOP,none,inf,0.0
633,1745002603.2298963,CLEAR,none,inf,0.0
634,1745002611.2461307,CLEAR,none,inf,0.0
635,1745002619.3642035,CLEAR,none,inf,0.0
636,1745002627.3164294,CLEAR,none,inf,0.0
637,1745002635.336723,CLEAR,none,inf,0.0
638,1745002643.531106,CLEAR,none,inf,0.0
639,1745002651.306852,CLEAR,none,inf,0.0
640,1745002659.3717747,CLEAR,none,inf,0.0
641,1745002666.9874327,CLEAR,none,inf,0.0
642,1745002674.862617,CLEAR,none,inf,0.0
643,1745002682.822079,CLEAR,none,inf,0.0
644,1745002690.6540542,CLEAR,none,inf,0.0
645,1745002698.6501129,CLEAR,none,inf,0.0
646,1745002706.5661614,CLEAR,none,inf,0.0
647,1745002714.7742734,CLEAR,none,inf,0.0
648,1745002722.7513402,CLEAR,none,inf,0.0
649,1745002730.710631,CLEAR,none,inf,0.0
650,1745002738.5769925,CLEAR,none,inf,0.0
651,1745002746.7362876,CLEAR,none,inf,0.0
652,1745002754.7159104,CLEAR,none,inf,0.0
653,1745002762.928465,WARNING,person,9.95,0.000
654,1745002771.2210538,CLEAR,none,inf,0.0
655,1745002779.1449866,CLEAR,none,inf,0.0
656,1745002787.6437714,CLEAR,none,inf,0.0
657,1745002795.6418698,WARNING,person,7.85,0.000
657,1745002795.6418698,WARNING,person,8.17,0.000
658,1745002803.6474023,WARNING,person,7.44,0.000
658,1745002803.6474023,WARNING,train,9.39,0.124
659,1745002811.7312212,CLEAR,none,inf,0.0
660,1745002819.9626443,CLEAR,none,inf,0.0
661,1745002828.3623614,WARNING,person,6.46,0.000
661,1745002828.3623614,WARNING,train,7.97,0.104
661,1745002828.3623614,WARNING,person,6.67,0.000
662,1745002836.6233902,WARNING,person,6.06,0.000
663,1745002844.7916284,WARNING,bicycle,5.91,0.039
664,1745002852.9761157,WARNING,bicycle,5.24,0.043
665,1745002861.0611262,WARNING,bicycle,7.66,0.021
665,1745002861.0611262,WARNING,bicycle,4.18,0.026
666,1745002869.1229415,CLEAR,none,inf,0.0
667,1745002877.344779,CLEAR,none,inf,0.0
668,1745002885.3679092,CLEAR,none,inf,0.0
669,1745002893.334903,CLEAR,none,inf,0.0
670,1745002901.1825552,WARNING,bicycle,4.31,0.000
671,1745002909.4966211,WARNING,bicycle,4.13,0.000
672,1745002917.5991895,WARNING,bicycle,3.72,0.000
673,1745002925.847101,WARNING,bus,9.48,0.000
674,1745002933.8229952,WARNING,bus,8.98,0.000
675,1745002941.5931437,WARNING,bus,8.72,0.000
676,1745002949.6875813,WARNING,car,8.34,0.000
677,1745002958.0155828,CLEAR,none,inf,0.0
678,1745002966.2964315,CLEAR,none,inf,0.0
679,1745002974.6509998,CLEAR,none,inf,0.0
680,1745002982.9690819,CLEAR,none,inf,0.0
681,1745002991.134325,WARNING,car,4.06,0.000
682,1745002999.7037282,WARNING,person,5.16,0.000
682,1745002999.7037282,WARNING,motorcycle,5.49,0.000
682,1745002999.7037282,WARNING,person,5.26,0.000
683,1745003007.7739923,WARNING,motorcycle,4.73,0.045
683,1745003007.7739923,WARNING,person,7.02,0.000
684,1745003016.3715346,WARNING,motorcycle,5.65,0.075
684,1745003016.3715346,WARNING,person,7.59,0.034
685,1745003024.6207669,STOP,motorcycle,6.42,0.107
685,1745003024.6207669,STOP,motorcycle,7.45,0.056
686,1745003033.253808,WARNING,motorcycle,6.98,0.095
686,1745003033.253808,WARNING,person,8.28,0.054
687,1745003041.7195697,WARNING,motorcycle,7.91,0.055
687,1745003041.7195697,WARNING,person,9.46,0.041
688,1745003049.7952125,WARNING,motorcycle,8.55,0.038
688,1745003049.7952125,WARNING,person,9.62,0.031
689,1745003057.9532058,WARNING,motorcycle,9.18,0.033
689,1745003057.9532058,WARNING,motorcycle,9.62,0.000
689,1745003057.9532058,WARNING,truck,9.77,0.000
690,1745003066.2188165,WARNING,motorcycle,9.80,0.026
691,1745003074.5429082,CLEAR,none,inf,0.0
692,1745003082.991589,CLEAR,none,inf,0.0
693,1745003091.3610132,CLEAR,none,inf,0.0
694,1745003099.5971003,CLEAR,none,inf,0.0
695,1745003107.6985688,CLEAR,none,inf,0.0
696,1745003115.8741262,WARNING,motorcycle,9.63,0.054
697,1745003124.0831323,WARNING,motorcycle,9.31,0.039
698,1745003132.2615502,WARNING,motorcycle,9.22,0.041
699,1745003140.5758853,WARNING,motorcycle,8.47,0.041
700,1745003148.6531253,WARNING,motorcycle,8.51,0.039
701,1745003156.4803617,WARNING,motorcycle,8.30,0.041
702,1745003164.8846884,WARNING,motorcycle,7.93,0.024
702,1745003164.8846884,WARNING,person,9.60,0.000
703,1745003173.004992,WARNING,motorcycle,7.53,0.015
704,1745003181.2226546,WARNING,motorcycle,7.19,0.005
704,1745003181.2226546,WARNING,person,8.46,0.000
705,1745003189.7856715,WARNING,motorcycle,6.85,0.004
705,1745003189.7856715,WARNING,person,8.24,0.000
706,1745003197.8318505,WARNING,motorcycle,9.04,0.058
706,1745003197.8318505,WARNING,motorcycle,6.42,0.000
707,1745003206.1398935,WARNING,motorcycle,5.89,0.000
707,1745003206.1398935,WARNING,motorcycle,7.98,0.057
708,1745003214.631842,WARNING,motorcycle,9.71,0.057
708,1745003214.631842,WARNING,motorcycle,5.80,0.000
709,1745003223.0923533,WARNING,motorcycle,9.40,0.050
709,1745003223.0923533,WARNING,motorcycle,5.30,0.000
710,1745003231.784811,WARNING,motorcycle,9.32,0.042
710,1745003231.784811,WARNING,motorcycle,4.99,0.000
710,1745003231.784811,WARNING,motorcycle,9.41,0.042
711,1745003240.3624256,WARNING,motorcycle,8.68,0.042
711,1745003240.3624256,WARNING,motorcycle,4.39,0.000
712,1745003248.805419,WARNING,motorcycle,8.45,0.037
713,1745003257.0156455,WARNING,motorcycle,7.80,0.028
714,1745003265.311054,WARNING,motorcycle,7.59,0.024
715,1745003273.5523233,WARNING,motorcycle,6.91,0.006
715,1745003273.5523233,WARNING,person,9.73,0.034
715,1745003273.5523233,WARNING,motorcycle,9.56,0.058
716,1745003281.741331,WARNING,motorcycle,6.30,0.000
716,1745003281.741331,WARNING,car,6.81,0.000
716,1745003281.741331,WARNING,motorcycle,9.04,0.076
716,1745003281.741331,WARNING,person,9.29,0.037
717,1745003290.1852722,WARNING,car,6.99,0.000
717,1745003290.1852722,WARNING,motorcycle,5.89,0.000
717,1745003290.1852722,WARNING,motorcycle,8.79,0.087
717,1745003290.1852722,WARNING,person,9.31,0.032
717,1745003290.1852722,WARNING,person,9.90,0.018
718,1745003298.8640802,WARNING,car,7.06,0.000
718,1745003298.8640802,WARNING,person,8.58,0.043
718,1745003298.8640802,WARNING,motorcycle,8.21,0.094
718,1745003298.8640802,WARNING,motorcycle,5.43,0.000
718,1745003298.8640802,WARNING,person,9.83,0.021
719,1745003307.0966003,WARNING,car,6.95,0.000
719,1745003307.0966003,WARNING,person,7.76,0.000
719,1745003307.0966003,WARNING,motorcycle,7.65,0.098
719,1745003307.0966003,WARNING,person,8.10,0.051
719,1745003307.0966003,WARNING,motorcycle,5.26,0.000
720,1745003315.404459,WARNING,person,8.26,0.000
720,1745003315.404459,WARNING,car,7.24,0.000
720,1745003315.404459,WARNING,person,8.07,0.058
720,1745003315.404459,WARNING,motorcycle,7.77,0.097
720,1745003315.404459,WARNING,motorcycle,4.94,0.000
721,1745003323.885173,WARNING,person,9.77,0.000
721,1745003323.885173,WARNING,car,7.66,0.000
721,1745003323.885173,WARNING,person,7.51,0.068
721,1745003323.885173,WARNING,motorcycle,7.01,0.082
721,1745003323.885173,WARNING,motorcycle,4.43,0.000
722,1745003332.4094777,STOP,car,8.10,0.000
722,1745003332.4094777,STOP,person,8.96,0.000
722,1745003332.4094777,STOP,person,7.29,0.060
722,1745003332.4094777,STOP,motorcycle,6.47,0.084
722,1745003332.4094777,STOP,motorcycle,3.78,0.000
723,1745003340.835943,WARNING,person,8.72,0.000
723,1745003340.835943,WARNING,car,9.37,0.000
723,1745003340.835943,WARNING,motorcycle,5.91,0.058
723,1745003340.835943,WARNING,person,6.89,0.057
723,1745003340.835943,WARNING,motorcycle,3.87,0.000
724,1745003348.9912548,WARNING,person,8.69,0.000
724,1745003348.9912548,WARNING,person,6.44,0.051
724,1745003348.9912548,WARNING,motorcycle,5.44,0.043
725,1745003357.1610947,WARNING,person,6.29,0.024
725,1745003357.1610947,WARNING,motorcycle,5.16,0.046
725,1745003357.1610947,WARNING,person,8.57,0.000
726,1745003365.7460365,WARNING,motorcycle,4.95,0.045
726,1745003365.7460365,WARNING,person,6.14,0.000
727,1745003374.3282557,WARNING,motorcycle,4.94,0.024
727,1745003374.3282557,WARNING,person,5.87,0.000
728,1745003382.9941058,WARNING,person,5.17,0.000
728,1745003382.9941058,WARNING,motorcycle,4.37,0.000
728,1745003382.9941058,WARNING,person,5.16,0.000
729,1745003391.3689914,WARNING,person,4.87,0.000
729,1745003391.3689914,WARNING,motorcycle,5.11,0.000
730,1745003399.6068223,WARNING,person,4.53,0.000
730,1745003399.6068223,WARNING,motorcycle,4.70,0.000
731,1745003407.7890756,WARNING,person,4.35,0.000
731,1745003407.7890756,WARNING,motorcycle,4.54,0.000
732,1745003416.051672,WARNING,motorcycle,4.04,0.000
732,1745003416.051672,WARNING,person,4.09,0.000
733,1745003424.3251257,WARNING,motorcycle,3.55,0.000
733,1745003424.3251257,WARNING,person,3.93,0.000
734,1745003432.6518815,WARNING,motorcycle,3.05,0.000
735,1745003440.8197386,CLEAR,none,inf,0.0
736,1745003449.0745761,CLEAR,none,inf,0.0
737,1745003457.1655273,CLEAR,none,inf,0.0
738,1745003465.7877455,CLEAR,none,inf,0.0
739,1745003473.1433413,WARNING,motorcycle,9.94,0.056
740,1745003480.7436318,WARNING,motorcycle,9.69,0.059
741,1745003488.0832603,WARNING,motorcycle,8.87,0.000
741,1745003488.0832603,WARNING,motorcycle,9.33,0.080
742,1745003495.6131642,WARNING,motorcycle,8.67,0.000
742,1745003495.6131642,WARNING,motorcycle,9.23,0.063
742,1745003495.6131642,WARNING,person,8.95,0.000
742,1745003495.6131642,WARNING,person,9.91,0.024
742,1745003495.6131642,WARNING,person,9.08,0.000
743,1745003502.8609786,WARNING,motorcycle,8.81,0.000
743,1745003502.8609786,WARNING,motorcycle,9.14,0.076
743,1745003502.8609786,WARNING,person,9.64,0.028
743,1745003502.8609786,WARNING,person,8.97,0.000
744,1745003510.2422612,WARNING,motorcycle,8.63,0.000
744,1745003510.2422612,WARNING,motorcycle,9.14,0.076
744,1745003510.2422612,WARNING,person,9.72,0.031
744,1745003510.2422612,WARNING,person,8.71,0.000
745,1745003517.6734734,WARNING,motorcycle,8.67,0.047
745,1745003517.6734734,WARNING,person,8.79,0.000
745,1745003517.6734734,WARNING,person,9.41,0.038
745,1745003517.6734734,WARNING,motorcycle,9.11,0.044
745,1745003517.6734734,WARNING,person,9.59,0.024
746,1745003525.2738202,WARNING,person,9.33,0.001
746,1745003525.2738202,WARNING,motorcycle,8.56,0.109
746,1745003525.2738202,WARNING,person,8.87,0.002
746,1745003525.2738202,WARNING,motorcycle,9.03,0.029
747,1745003533.4428806,WARNING,motorcycle,7.98,0.140
747,1745003533.4428806,WARNING,person,8.99,0.000
747,1745003533.4428806,WARNING,person,8.10,0.044
747,1745003533.4428806,WARNING,person,9.28,0.011
748,1745003541.451791,WARNING,person,8.83,0.000
748,1745003541.451791,WARNING,motorcycle,7.86,0.189
748,1745003541.451791,WARNING,person,7.95,0.039
748,1745003541.451791,WARNING,person,9.18,0.015
748,1745003541.451791,WARNING,motorcycle,8.54,0.000
749,1745003549.6762714,WARNING,motorcycle,7.99,0.182
749,1745003549.6762714,WARNING,motorcycle,9.31,0.060
749,1745003549.6762714,WARNING,person,9.54,0.033
749,1745003549.6762714,WARNING,person,8.35,0.000
749,1745003549.6762714,WARNING,bus,9.86,0.253
749,1745003549.6762714,WARNING,person,8.11,0.040
749,1745003549.6762714,WARNING,motorcycle,8.31,0.000
750,1745003557.6517005,WARNING,motorcycle,7.99,0.178
750,1745003557.6517005,WARNING,motorcycle,9.13,0.063
750,1745003557.6517005,WARNING,person,8.18,0.046
750,1745003557.6517005,WARNING,person,9.44,0.042
750,1745003557.6517005,WARNING,person,8.64,0.000
751,1745003566.0387092,WARNING,motorcycle,8.78,0.054
751,1745003566.0387092,WARNING,motorcycle,7.95,0.206
751,1745003566.0387092,WARNING,person,8.07,0.053
751,1745003566.0387092,WARNING,car,9.78,0.000
752,1745003574.0600963,WARNING,motorcycle,8.04,0.043
752,1745003574.0600963,WARNING,motorcycle,7.68,0.116
752,1745003574.0600963,WARNING,person,7.73,0.060
752,1745003574.0600963,WARNING,person,8.51,0.000
752,1745003574.0600963,WARNING,bus,9.85,0.000
753,1745003582.3521273,WARNING,person,7.41,0.000
753,1745003582.3521273,WARNING,motorcycle,7.58,0.025
753,1745003582.3521273,WARNING,person,7.89,0.000
753,1745003582.3521273,WARNING,motorcycle,7.18,0.060
753,1745003582.3521273,WARNING,bus,9.42,0.309
753,1745003582.3521273,WARNING,person,9.44,0.003
753,1745003582.3521273,WARNING,car,9.75,0.000
754,1745003590.1947381,WARNING,motorcycle,6.86,0.001
754,1745003590.1947381,WARNING,bus,8.75,0.368
754,1745003590.1947381,WARNING,person,7.00,0.000
754,1745003590.1947381,WARNING,person,7.07,0.000
754,1745003590.1947381,WARNING,motorcycle,6.92,0.000
755,1745003598.4026282,STOP,bus,inf,0.425
756,1745003606.3629656,STOP,bus,inf,0.469
757,1745003614.6651607,STOP,bus,inf,0.570
758,1745003622.8838365,STOP,bus,inf,0.610
759,1745003630.8405576,STOP,bus,inf,0.662
760,1745003638.748165,STOP,bus,inf,0.742
761,1745003646.8429902,STOP,bus,inf,0.749
762,1745003654.941403,STOP,bus,inf,0.816
763,1745003663.0068295,STOP,bus,inf,0.842
764,1745003670.9897592,STOP,bus,inf,0.812
765,1745003678.902739,STOP,bus,inf,0.826
766,1745003686.9584343,STOP,bus,inf,0.846
767,1745003695.2635806,STOP,bus,inf,0.812
768,1745003703.0566862,STOP,bus,inf,0.794
769,1745003710.6473525,STOP,bus,inf,0.789
770,1745003718.4438956,STOP,bus,inf,0.812
771,1745003726.6132226,STOP,bus,inf,0.807
772,1745003734.378029,STOP,bus,inf,0.808
773,1745003742.220466,STOP,bus,inf,0.861
774,1745003750.1848822,STOP,bus,inf,0.926
775,1745003757.972206,STOP,bus,inf,0.945
776,1745003765.8382463,STOP,bus,inf,0.938
777,1745003773.6972084,STOP,bus,inf,0.947
778,1745003781.2617836,STOP,bus,inf,0.977
779,1745003789.40154,STOP,bus,inf,0.990
780,1745003797.2932096,STOP,bus,inf,1.000
781,1745003805.220125,STOP,train,inf,1.000
782,1745003813.0521102,STOP,train,inf,1.000
783,1745003821.064401,STOP,bus,inf,0.993
784,1745003828.8340867,STOP,bus,inf,0.971
785,1745003836.6828647,STOP,bus,inf,0.960
786,1745003844.8080983,STOP,bus,inf,0.966
787,1745003852.4977515,STOP,bus,inf,0.963
788,1745003860.2766833,STOP,bus,inf,0.971
789,1745003868.1014545,STOP,bus,inf,0.976
790,1745003876.143443,STOP,bus,inf,0.996
791,1745003884.2290742,STOP,bus,inf,0.995
792,1745003891.819623,STOP,bus,inf,0.985
793,1745003899.5507164,STOP,bus,inf,0.961
794,1745003907.3030064,STOP,bus,inf,0.957
795,1745003915.3089502,STOP,bus,inf,0.956
796,1745003923.2213538,STOP,Unknown Obstacle,5.21,1.000
797,1745003931.3331957,STOP,airplane,inf,0.841
798,1745003939.365149,STOP,Unknown Obstacle,4.95,1.000
799,1745003947.6520202,STOP,train,inf,0.638
800,1745003955.6586711,STOP,Unknown Obstacle,5.32,1.000
800,1745003955.6586711,STOP,person,8.77,0.009
801,1745003963.8073373,STOP,truck,3.36,0.283
802,1745003972.215858,WARNING,person,3.22,0.000
803,1745003980.671969,CLEAR,none,inf,0.0
804,1745003989.04497,CLEAR,none,inf,0.0
805,1745003997.02001,CLEAR,none,inf,0.0
806,1745004004.9142249,CLEAR,none,inf,0.0
807,1745004012.834375,CLEAR,none,inf,0.0
808,1745004020.8269887,CLEAR,none,inf,0.0
809,1745004029.2532496,CLEAR,none,inf,0.0
810,1745004037.4149058,CLEAR,none,inf,0.0
811,1745004045.6541893,WARNING,motorcycle,9.92,0.000
812,1745004053.4904416,WARNING,motorcycle,9.58,0.000
813,1745004061.3870645,CLEAR,none,inf,0.0
814,1745004069.1461928,CLEAR,none,inf,0.0
815,1745004077.284862,CLEAR,none,inf,0.0
816,1745004085.3075826,WARNING,motorcycle,5.02,0.000
817,1745004093.5211823,WARNING,motorcycle,4.81,0.000
818,1745004101.8243413,WARNING,motorcycle,5.11,0.000
818,1745004101.8243413,WARNING,person,5.33,0.000
819,1745004110.0429316,WARNING,motorcycle,6.00,0.000
819,1745004110.0429316,WARNING,person,6.91,0.000
820,1745004118.1389496,WARNING,person,8.29,0.000
820,1745004118.1389496,WARNING,motorcycle,7.28,0.000
821,1745004126.8194034,WARNING,motorcycle,8.54,0.000
821,1745004126.8194034,WARNING,person,9.79,0.000
822,1745004135.2664921,WARNING,motorcycle,9.41,0.006
823,1745004143.284833,CLEAR,none,inf,0.0
824,1745004152.0074954,CLEAR,none,inf,0.0
825,1745004160.321302,CLEAR,none,inf,0.0
826,1745004168.8786628,CLEAR,none,inf,0.0
827,1745004176.8706923,CLEAR,none,inf,0.0
828,1745004185.2050042,CLEAR,none,inf,0.0
829,1745004193.0968027,CLEAR,none,inf,0.0
830,1745004201.2516067,CLEAR,none,inf,0.0
831,1745004209.217817,CLEAR,none,inf,0.0
832,1745004217.2557447,WARNING,person,9.58,0.000
833,1745004225.7182097,WARNING,person,9.27,0.000
834,1745004234.2258797,WARNING,person,8.44,0.000
835,1745004242.155283,WARNING,person,8.15,0.000
836,1745004250.0761793,WARNING,person,8.03,0.000
837,1745004258.1121094,WARNING,person,7.46,0.000
838,1745004266.2911828,WARNING,person,6.92,0.000
839,1745004274.5423775,WARNING,person,9.74,0.000
839,1745004274.5423775,WARNING,person,9.28,0.000
840,1745004282.8793595,WARNING,motorcycle,9.93,0.000
840,1745004282.8793595,WARNING,person,9.50,0.000
841,1745004290.879555,WARNING,motorcycle,9.54,0.000
842,1745004298.7741685,STOP,motorcycle,9.44,0.000
843,1745004306.6079218,WARNING,motorcycle,9.05,0.000
844,1745004314.878101,WARNING,motorcycle,8.36,0.000
845,1745004323.1857865,WARNING,motorcycle,8.07,0.000
846,1745004331.4013932,CLEAR,none,inf,0.0
847,1745004339.3199892,WARNING,motorcycle,7.20,0.000
848,1745004347.582643,CLEAR,none,inf,0.0
849,1745004355.6019907,CLEAR,none,inf,0.0
850,1745004363.7946734,CLEAR,none,inf,0.0
851,1745004371.7155292,CLEAR,none,inf,0.0
852,1745004379.610107,CLEAR,none,inf,0.0
853,1745004387.4801567,CLEAR,none,inf,0.0
854,1745004395.359355,CLEAR,none,inf,0.0
855,1745004403.2519827,CLEAR,none,inf,0.0
856,1745004411.3809872,CLEAR,none,inf,0.0
857,1745004419.579378,CLEAR,none,inf,0.0
858,1745004427.8707016,CLEAR,none,inf,0.0
859,1745004435.778334,CLEAR,none,inf,0.0
860,1745004443.9328485,CLEAR,none,inf,0.0
861,1745004452.3168805,CLEAR,none,inf,0.0
862,1745004460.4147997,WARNING,motorcycle,9.55,0.069
863,1745004468.4452147,WARNING,motorcycle,9.41,0.076
863,1745004468.4452147,WARNING,bus,9.26,0.043
864,1745004476.3955007,WARNING,motorcycle,9.04,0.080
864,1745004476.3955007,WARNING,car,7.95,0.000
865,1745004484.7829866,WARNING,motorcycle,8.56,0.078
866,1745004492.679671,WARNING,motorcycle,8.37,0.077
867,1745004500.9194875,WARNING,motorcycle,8.29,0.066
868,1745004509.0160985,WARNING,motorcycle,7.58,0.058
869,1745004517.0597992,WARNING,motorcycle,7.36,0.055
869,1745004517.0597992,WARNING,person,9.96,0.015
870,1745004525.2351756,WARNING,motorcycle,7.17,0.048
870,1745004525.2351756,WARNING,person,8.88,0.013
871,1745004533.2686427,WARNING,motorcycle,6.98,0.035
872,1745004541.323577,WARNING,motorcycle,6.69,0.041
873,1745004549.2223723,WARNING,person,9.77,0.004
873,1745004549.2223723,WARNING,motorcycle,6.06,0.034
874,1745004557.3136568,WARNING,person,9.12,0.000
874,1745004557.3136568,WARNING,motorcycle,5.84,0.006
875,1745004565.6284115,WARNING,person,9.08,0.000
876,1745004573.7910502,WARNING,person,8.96,0.000
876,1745004573.7910502,WARNING,motorcycle,5.29,0.000
877,1745004581.8716774,WARNING,person,7.08,0.000
877,1745004581.8716774,WARNING,motorcycle,5.29,0.000
878,1745004590.1923368,WARNING,person,6.90,0.000
878,1745004590.1923368,WARNING,motorcycle,4.92,0.000
879,1745004598.46184,WARNING,person,6.45,0.000
880,1745004606.6054847,WARNING,person,5.99,0.000
880,1745004606.6054847,WARNING,motorcycle,3.77,0.000
881,1745004615.0144968,WARNING,person,5.15,0.000
881,1745004615.0144968,WARNING,motorcycle,9.58,0.052
882,1745004623.395043,WARNING,motorcycle,9.30,0.055
882,1745004623.395043,WARNING,person,9.65,0.000
883,1745004631.5592792,WARNING,person,9.62,0.055
